seq,t_us,rr_ms,hr_bpm,score,flags
84938,981429216,704.0,82.4,0.78,9
85002,982174363,745.0,82.4,0.835,9
85061,982879425,705.0,85.1,0.848,9
85125,983624728,745.0,85.1,0.826,9
85188,984361705,736.0,85.1,0.82,9
85248,985015972,654.0,85.1,0.793,9
85305,985705335,689.0,85.1,0.824,9
85365,986418955,713.0,85.1,0.852,9
85425,987073837,654.0,85.1,0.846,9
85488,987811000,737.0,84.2,0.845,9
85565,988718348,907.0,84.2,0.672,9
85640,989608380,890.0,81.5,0.57,9
85695,990223073,614.0,84.2,0.678,9
85744,990789268,566.0,87.1,0.714,9
85798,991454250,664.0,87.1,0.817,9
85857,992101329,647.0,90.4,0.799,9
85925,992936363,835.0,90.4,0.63,9
85975,993511194,574.0,90.4,0.786,9
86034,994158040,646.0,92.7,0.603,9
86096,994886989,728.0,92.7,0.786,9
86167,995745944,858.0,92.7,0.546,9
86225,996384571,638.0,92.7,0.778,9
86275,996959893,575.0,92.7,0.823,9
86337,997688655,728.0,92.7,0.791,9
86395,998385430,696.0,86.2,0.808,9
86452,999074329,688.0,87.2,0.855,9
86515,999752831,678.0,87.2,0.817,9
86566,1000394184,641.0,87.2,0.841,9
86627,1001056837,662.0,88.5,0.845,9
86700,1001931711,874.0,88.5,0.584,9
86760,1002644672,712.0,87.2,0.751,9
86817,1003275368,630.0,87.2,0.782,9
86868,1003916843,641.0,88.5,0.835,9
86930,1004587543,670.0,89.6,0.864,9
86992,1005316353,728.0,89.6,0.816,9
87054,1006045119,728.0,89.6,0.776,9
87110,1006726216,681.0,88.1,0.829,9
87174,1007471193,744.0,84.3,0.834,9
87236,1008200206,729.0,84.3,0.878,9
87300,1008944781,744.0,82.4,0.858,9
87362,1009615307,670.0,82.4,0.83,9
87425,1010351645,736.0,82.4,0.824,9
87488,1011088430,736.0,82.3,0.833,9
87541,1011745548,657.0,82.3,0.79,9
87595,1012352273,606.0,82.3,0.73,9
87657,1013081983,729.0,82.3,0.859,9
87723,1013844775,762.0,82.3,0.844,9
87786,1014583732,738.0,81.5,0.759,9
87836,1015159323,575.0,82.3,0.64,9
87935,1016301447,1142.0,81.5,0.447,25
87990,1016974848,673.0,82.3,0.823,9
88053,1017711944,737.0,82.3,0.809,9
88113,1018366921,654.0,82.3,0.755,9
88164,1019007642,640.0,82.3,0.753,9
88221,1019638904,631.0,89.2,0.753,9
88276,1020312206,673.0,89.2,0.816,9
88337,1020975206,663.0,90.5,0.817,9
88391,1021640464,665.0,90.2,0.833,9
88455,1022385357,744.0,90.2,0.8,9
88523,1023162096,776.0,90.2,0.723,9
88589,1023922442,760.0,90.2,0.729,9
88650,1024642916,720.0,89.2,0.806,9
88719,1025427212,784.0,83.3,0.708,9
88773,1026091723,664.0,83.3,0.746,9
88841,1026868700,776.0,80.6,0.741,9
88889,1027427572,558.0,80.6,0.698,9
88947,1028066616,639.0,80.6,0.789,9
89007,1028779397,712.0,83.3,0.878,9
89084,1029686363,906.0,83.3,0.618,9
89129,1030220871,534.0,84.3,0.681,9
89189,1030934316,713.0,84.3,0.851,9
89249,1031589375,655.0,90.4,0.768,9
89313,1032334385,745.0,84.3,0.743,9
89365,1032983582,649.0,91.6,0.794,9
89425,1033638273,654.0,91.6,0.847,9
89475,1034213261,574.0,91.6,0.821,9
89548,1035089323,876.0,91.6,0.555,9
89602,1035696441,607.0,91.7,0.714,9
89690,1036750604,1054.0,91.6,0.439,25
89745,1037365436,614.0,91.7,0.826,9
89796,1038006198,640.0,92.4,0.853,9
89852,1038628961,622.0,93.8,0.825,9
89912,1039342132,713.0,93.8,0.826,9
89970,1039980734,638.0,94.0,0.784,9
90034,1040726085,745.0,93.8,0.703,9
90080,1041269363,543.0,94.0,0.804,9
90153,1042145160,875.0,93.8,0.531,9
90202,1042712073,566.0,94.0,0.778,9
90264,1043441142,729.0,93.8,0.76,9
90324,1044154268,713.0,84.2,0.815,9
90386,1044825006,670.0,84.2,0.833,9
90447,1045545554,720.0,84.2,0.815,9
90504,1046234503,688.0,84.2,0.837,9
90567,1046971515,737.0,84.2,0.801,9
90627,1047626334,654.0,84.2,0.752,9
90674,1048177052,550.0,87.2,0.73,9
90756,1049182843,1005.0,84.2,0.465,9
90864,1050396773,1213.0,84.2,0.249,25
90927,1051134228,737.0,83.3,0.799,9
90988,1051855177,720.0,83.3,0.781,9
91043,1052469893,614.0,83.3,0.812,9
91105,1053198752,728.0,82.4,0.843,9
91170,1053951301,752.0,82.4,0.838,9
91234,1054696090,744.0,81.4,0.821,9
91300,1055514564,818.0,80.6,0.811,9
91377,1056362966,848.0,80.6,0.7,9
91428,1057003430,640.0,81.4,0.77,9
91490,1057673762,670.0,82.4,0.798,9
91556,1058492152,818.0,80.6,0.806,9
91629,1059308616,816.0,79.8,0.733,9
91683,1059915424,606.0,79.8,0.673,9
91740,1060604683,689.0,80.6,0.794,9
91803,1061341672,736.0,81.5,0.791,9
91852,1061908706,567.0,87.1,0.714,9
91910,1062605921,697.0,87.1,0.845,9
