t_us,firmware_t_us,waveform_t_us,final_t_us,timing_shift_ms,no_firmware_match,inserted_by_smoother,timing_recovered,low_prominence_rescue,detector_support_count,detector_names,detector_consensus,detector_time_spread_ms,single_detector,sequence_rescued,firmware_unmatched,local_clipped,waveform_score,peak_prominence,peak_polarity,expected_rr_ms,match_distance_ms,recovery_reason,template_version
67616701920,67616693917,67616701920,67616701920,8.003000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,3.413393,1,707.999500,8.003000,,v0.4.2-interval-artifact
67617373920,67617373920,67617373920,67617373920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.696995,1,711.996500,0.000000,,v0.4.2-interval-artifact
67618053920,67618053920,67618053920,67618053920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.992008,1,711.996500,0.000000,,v0.4.2-interval-artifact
67618741920,67618741920,67618741920,67618741920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.108408,1,711.996000,0.000000,,v0.4.2-interval-artifact
67619437920,67619437920,67619437920,67619437920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,6.322675,1,711.996500,0.000000,,v0.4.2-interval-artifact
67620133920,67620133920,67620133920,67620133920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.948863,1,711.996000,0.000000,,v0.4.2-interval-artifact
67620845918,67620845918,67620845918,67620845918,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.219271,1,711.997500,0.000000,,v0.4.2-interval-artifact
67621549920,67621549920,67621549920,67621549920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.811859,1,711.996500,0.000000,,v0.4.2-interval-artifact
67622237920,67622237920,67622237920,67622237920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,7.262503,1,711.996500,0.000000,,v0.4.2-interval-artifact
67622949916,67622941917,67622949916,67622949916,7.999000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.476723,1,707.999000,7.999000,,v0.4.2-interval-artifact
67623629917,67623629917,67623629917,67623629917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,8.079755,1,700.003000,0.000000,,v0.4.2-interval-artifact
67624349920,67624341920,67624349920,67624349920,8.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.024319,1,696.002000,8.000000,,v0.4.2-interval-artifact
67625061920,67625061920,67625061920,67625061920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.584395,1,696.000000,0.000000,,v0.4.2-interval-artifact
67625797920,67625789917,67625797920,67625797920,8.003000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.712980,1,692.000000,8.003000,,v0.4.2-interval-artifact
67626549921,67626549921,67626549921,67626549921,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.929506,1,688.000000,0.000000,,v0.4.2-interval-artifact
67627269917,67627269917,67627269917,67627269917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.699852,1,688.000000,0.000000,,v0.4.2-interval-artifact
67627965917,67627965917,67627965917,67627965917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.335567,1,688.000000,0.000000,,v0.4.2-interval-artifact
67628653917,67628653917,67628653917,67628653917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.783922,1,688.000000,0.000000,,v0.4.2-interval-artifact
67629317921,67629317921,67629317921,67629317921,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.654528,1,688.000000,0.000000,,v0.4.2-interval-artifact
67629957921,67629949920,67629957921,67629957921,8.001000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.471327,1,688.000000,8.001000,,v0.4.2-interval-artifact
67630549920,67630805920,67630549920,67630549920,-256.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,3.553479,1,688.000000,256.000000,,v0.4.2-interval-artifact
67631157918,0,67631157918,67631157918,0.000000,1,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,1,0,1.000000,4.360290,1,684.001000,0.000000,,v0.4.2-interval-artifact
67631773920,67631773920,67631773920,67631773920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,3.651580,1,680.002000,0.000000,,v0.4.2-interval-artifact
67632373921,67632373921,67632373921,67632373921,0.000000,0,0,0,0,2,multiscale+elgendi_like,0.952196,0.000000,0,0,0,0,0.952196,1.155148,1,680.002000,0.000000,,v0.4.2-interval-artifact
